Year,Seaport,Country,Region,"Reclaimed area (km^2, raw)","Reclaimed area (km^2, smoothed)"
1998,Durban,South Africa,Africa,0.58,0.57
1998,Felixstowe,UK,Northern Europe,3.75,3.63
1998,Genoa,Italy,Mediterranean,0,0
1998,Guangzhou,China,Asia,17.92,17.92
1998,Yeosu Gwangyang,South Korea,Asia,0.57,0.57
1998,Hai Phong,Vietnam,Asia,4.52,4.52
1998,Haikou,China,Asia,2.67,2.6
1998,Hong Kong,China,Asia,1.59,1.59
1998,Incheon,South Korea,Asia,2.76,2.76
1998,Jeddah,Saudi Arabia,Middle East,4.14,3.76
1998,Jiaxing,China,Asia,5.65,5.65
1998,Jinzhou,China,Asia,0,0.31
1998,Kaohsiung,Taiwan,Asia,11.17,11.17
1998,Karachi,Pakistan,Asia,4.76,4.67
1998,Port Klang,Malaysia,Asia,0.22,0.47
1998,Dammam,Saudi Arabia,Middle East,1.26,1.15
1998,King Abdullah,Saudi Arabia,Middle East,2.18,2.06
1998,Kobe,Japan,Asia,3.37,3.97
1998,Laem Chabang,Thailand,Asia,6.55,6.55
1998,Le Havre,France,Northern Europe,1.32,1.6
1998,Lianyungang,China,Asia,11.28,11.15
1998,Lome,Togo,Africa,0.43,0.42
1998,Los Angeles,USA,North America,1.25,1.38
1998,Manila,Philippines,Asia,1.03,1.41
1998,Manzanillo,Mexico,North America,1.58,1.74
1998,Jawaharlal Nehru,India,Asia,1.61,1.64
1998,Mundra,India,Asia,4.52,4.52
1998,Nagoya,Japan,Asia,5.57,5.1
1998,Ningbo-Zhoushan,China,Asia,14.48,14.48
1998,Osaka,Japan,Asia,1.83,1.88
1998,Piraeus,Greece,Mediterranean,0.84,0.84
1998,Qingdao,China,Asia,5.7,6.3
1998,Qinzhou,China,Asia,0,1.08
1998,Quanzhou,China,Asia,0.76,0.76
1998,Rizhao,China,Asia,3.11,3.16
1998,Rotterdam,Netherlands,Northern Europe,13.56,13.33
1998,Said,Egypt,Middle East,1.9,1.48
1998,Salalah,Oman,Middle East,1.52,1.52
1998,Shanghai,China,Asia,26.76,26.33
1998,Shenzhen,China,Asia,8.62,8.62
1998,Singapore,Singapore,Asia,17.67,17.67
1998,Sydney,Australia,Oceania,0.9,0.94
1998,Taichung,Taiwan,Asia,17.85,17.87
1998,Taicang,China,Asia,8.22,8.98
1998,Tianjin,China,Asia,21.93,21.25
1998,Tangshan,China,Asia,35.47,35.47
1998,Tanger Med,Morocco,Mediterranean,0.13,0.24
1998,Tokyo,Japan,Asia,7.95,7.95
1998,Tanjung Priok,Indonesia,Asia,0.44,0.54
1998,Tanjung Pelepas,Malaysia,Asia,1.98,1.98
1998,Tanjung Perak,Indonesia,Asia,2.51,2.59
1998,Valencia,Spain,Mediterranean,1.45,1.87
1998,Xiamen,China,Asia,0.68,0.68
1998,Yingkou,China,Asia,9.08,9.53
1998,Yantai,China,Asia,1.02,1.02
1998,Yokohama,Japan,Asia,1.92,1.34
1998,Zhuhai,China,Asia,1.86,1.86
1999,Abu Dhabi,UAE,Middle East,18.63,18.47
1999,Alexandria,Egypt,Middle East,0.9,0.84
1999,Algeciras,Spain,Mediterranean,1.04,1.04
1999,Barcelona,Spain,Mediterranean,0.63,0.78
1999,Busan,South Korea,Asia,7.29,7.59
1999,Cartagena,Colombia,Central & South America,1.31,1.12
1999,Colombo,Sri Lanka,Asia,0.45,0.48
1999,Dalian,China,Asia,3.68,3.68
1999,Dubai,UAE,Middle East,1.61,1.39
1999,Durban,South Africa,Africa,0.57,0.58
1999,Felixstowe,UK,Northern Europe,3.75,3.63
1999,Genoa,Italy,Mediterranean,0.91,0.91
1999,Guangzhou,China,Asia,19.46,19.46
1999,Yeosu Gwangyang,South Korea,Asia,0.37,0.64
1999,Hai Phong,Vietnam,Asia,6.92,5.15
1999,Haikou,China,Asia,2.99,2.65
1999,Hong Kong,China,Asia,1.71,1.71
1999,Incheon,South Korea,Asia,2.34,2.89
1999,Jeddah,Saudi Arabia,Middle East,3.76,3.94
1999,Jiaxing,China,Asia,6.36,6.36
1999,Jinzhou,China,Asia,0.31,0.31
1999,Kaohsiung,Taiwan,Asia,11.28,11.28
1999,Karachi,Pakistan,Asia,4.3,4.75
1999,Port Klang,Malaysia,Asia,0.32,0.48
1999,Dammam,Saudi Arabia,Middle East,1.29,1.15
1999,King Abdullah,Saudi Arabia,Middle East,2.06,2.06
1999,Kobe,Japan,Asia,3.93,4.13
1999,Laem Chabang,Thailand,Asia,6.58,6.58
1999,Le Havre,France,Northern Europe,1.57,1.63
1999,Lianyungang,China,Asia,11.15,11.25
1999,Lome,Togo,Africa,0.42,0.43
1999,Los Angeles,USA,North America,1.52,1.52
1999,Manila,Philippines,Asia,1.79,1.66
1999,Manzanillo,Mexico,North America,1.91,1.76
1999,Jawaharlal Nehru,India,Asia,1.41,1.64
1999,Mundra,India,Asia,4.65,4.65
1999,Nagoya,Japan,Asia,5.72,5.37
1999,Ningbo-Zhoushan,China,Asia,14.96,14.96
1999,Osaka,Japan,Asia,1.99,1.99
1999,Piraeus,Greece,Mediterranean,0.85,0.85
1999,Qingdao,China,Asia,6.3,7.57
1999,Qinzhou,China,Asia,1.08,1.08
1999,Quanzhou,China,Asia,0.7,0.76
1999,Rizhao,China,Asia,3.76,3.36
1999,Rotterdam,Netherlands,Northern Europe,13.33,13.34
1999,Said,Egypt,Middle East,1.68,1.68
1999,Salalah,Oman,Middle East,1.58,1.58
1999,Shanghai,China,Asia,26.33,26.76
1999,Shenzhen,China,Asia,9.96,9.96
1999,Singapore,Singapore,Asia,18.94,18.94
1999,Sydney,Australia,Oceania,0.94,0.95
1999,Taichung,Taiwan,Asia,18.82,18.24
1999,Taicang,China,Asia,8.41,8.98
1999,Tianjin,China,Asia,21.25,21.93
1999,Tangshan,China,Asia,36.8,36.15
1999,Tanger Med,Morocco,Mediterranean,0.15,0.24
1999,Tokyo,Japan,Asia,7.99,7.99
1999,Tanjung Priok,Indonesia,Asia,0.45,0.54
1999,Tanjung Pelepas,Malaysia,Asia,1.98,1.98
1999,Tanjung Perak,Indonesia,Asia,2.25,2.59
1999,Valencia,Spain,Mediterranean,1.97,1.97
1999,Xiamen,China,Asia,1.31,1.31
1999,Yingkou,China,Asia,9.36,9.54
1999,Yantai,China,Asia,1.13,1.13
1999,Yokohama,Japan,Asia,1.15,1.52
1999,Zhuhai,China,Asia,1.95,1.95
2000,Abu Dhabi,UAE,Middle East,18.47,18.59
2000,Alexandria,Egypt,Middle East,0.64,0.88
2000,Algeciras,Spain,Mediterranean,1.25,1.25
2000,Barcelona,Spain,Mediterranean,0.83,0.83
2000,Busan,South Korea,Asia,8.59,8.59
2000,Cartagena,Colombia,Central & South America,1.16,1.16
2000,Colombo,Sri Lanka,Asia,0.43,0.48
2000,Dalian,China,Asia,4.41,4.41
2000,Dubai,UAE,Middle East,1.33,1.33
2000,Durban,South Africa,Africa,0.61,0.61
2000,Felixstowe,UK,Northern Europe,3.75,3.61
2000,Genoa,Italy,Mediterranean,1.03,1.03
2000,Guangzhou,China,Asia,19.53,19.53
2000,Yeosu Gwangyang,South Korea,Asia,1.15,1.01
2000,Hai Phong,Vietnam,Asia,5.15,5.33
2000,Haikou,China,Asia,2.56,2.65
2000,Hong Kong,China,Asia,1.91,1.91
2000,Incheon,South Korea,Asia,3.02,3.02
2000,Jeddah,Saudi Arabia,Middle East,4.41,4.08
2000,Jiaxing,China,Asia,6.47,6.36
2000,Jinzhou,China,Asia,0.39,0.39
2000,Kaohsiung,Taiwan,Asia,11.34,11.34
2000,Karachi,Pakistan,Asia,4.92,4.67
2000,Port Klang,Malaysia,Asia,0.51,0.48
2000,Dammam,Saudi Arabia,Middle East,1.3,1.17
2000,King Abdullah,Saudi Arabia,Middle East,2.22,2.06
2000,Kobe,Japan,Asia,4.31,4.22
2000,Laem Chabang,Thailand,Asia,7.22,7.22
2000,Le Havre,France,Northern Europe,1.82,1.7
2000,Lianyungang,China,Asia,11.1,11.28
2000,Lome,Togo,Africa,0.48,0.47
2000,Los Angeles,USA,North America,1.75,1.75
2000,Manila,Philippines,Asia,1.27,1.66
2000,Manzanillo,Mexico,North America,1.76,1.76
2000,Jawaharlal Nehru,India,Asia,1.79,1.79
2000,Mundra,India,Asia,4.68,4.68
2000,Nagoya,Japan,Asia,5.54,5.54
2000,Ningbo-Zhoushan,China,Asia,15.19,15.19
2000,Osaka,Japan,Asia,2.24,2.24
2000,Piraeus,Greece,Mediterranean,0.88,0.88
2000,Qingdao,China,Asia,8.94,8.94
2000,Qinzhou,China,Asia,2.03,2.03
2000,Quanzhou,China,Asia,0.78,0.74
2000,Rizhao,China,Asia,3.16,3.76
2000,Rotterdam,Netherlands,Northern Europe,13.86,13.34
2000,Said,Egypt,Middle East,1.83,1.68
2000,Salalah,Oman,Middle East,1.4,1.52
2000,Shanghai,China,Asia,36.64,36.3
2000,Shenzhen,China,Asia,10.32,10.32
2000,Singapore,Singapore,Asia,27.18,27.18
2000,Sydney,Australia,Oceania,0.95,0.95
2000,Taichung,Taiwan,Asia,18.95,18.35
2000,Taicang,China,Asia,10.09,10.09
2000,Tianjin,China,Asia,25.43,25.1
2000,Tangshan,China,Asia,36.41,36.41
2000,Tanger Med,Morocco,Mediterranean,0.24,0.24
2000,Tokyo,Japan,Asia,8.14,8.14
2000,Tanjung Priok,Indonesia,Asia,0.48,0.54
2000,Tanjung Pelepas,Malaysia,Asia,1.98,1.98
2000,Tanjung Perak,Indonesia,Asia,2.97,2.73
2000,Valencia,Spain,Mediterranean,2.12,2.12
2000,Xiamen,China,Asia,1.79,1.71
2000,Yingkou,China,Asia,9.53,9.71
2000,Yantai,China,Asia,1.28,1.28
2000,Yokohama,Japan,Asia,1.65,1.57
2000,Zhuhai,China,Asia,1.97,1.97
2001,Abu Dhabi,UAE,Middle East,18.59,18.63
2001,Alexandria,Egypt,Middle East,0.8,0.8
2001,Algeciras,Spain,Mediterranean,1.33,1.26
2001,Barcelona,Spain,Mediterranean,1.02,1.02
2001,Busan,South Korea,Asia,9.3,9.3
2001,Cartagena,Colombia,Central & South America,1.11,1.21
2001,Colombo,Sri Lanka,Asia,0.46,0.48
2001,Dalian,China,Asia,4.83,4.83
2001,Dubai,UAE,Middle East,1.21,1.33
2001,Durban,South Africa,Africa,0.66,0.66
2001,Felixstowe,UK,Northern Europe,3.75,3.61
2001,Genoa,Italy,Mediterranean,1.05,1.05
2001,Guangzhou,China,Asia,19.57,19.57
2001,Yeosu Gwangyang,South Korea,Asia,1.12,1.12
2001,Hai Phong,Vietnam,Asia,5.7,5.7
2001,Haikou,China,Asia,2.7,2.65
2001,Hong Kong,China,Asia,2.01,2.01
2001,Incheon,South Korea,Asia,3.62,3.39
2001,Jeddah,Saudi Arabia,Middle East,4.35,4.08
2001,Jiaxing,China,Asia,6.45,6.45
2001,Jinzhou,China,Asia,0.45,0.39
2001,Kaohsiung,Taiwan,Asia,11.42,11.42
2001,Karachi,Pakistan,Asia,4.02,4.59
2001,Port Klang,Malaysia,Asia,0.39,0.48
2001,Dammam,Saudi Arabia,Middle East,1.21,1.2
2001,King Abdullah,Saudi Arabia,Middle East,2.17,2.06
2001,Kobe,Japan,Asia,4.13,4.31
2001,Laem Chabang,Thailand,Asia,7.57,7.57
2001,Le Havre,France,Northern Europe,2.07,1.82
2001,Lianyungang,China,Asia,11.25,11.29
2001,Lome,Togo,Africa,0.47,0.47
2001,Los Angeles,USA,North America,1.83,1.83
2001,Manila,Philippines,Asia,1.69,1.69
2001,Manzanillo,Mexico,North America,1.64,1.74
2001,Jawaharlal Nehru,India,Asia,1.64,1.79
2001,Mundra,India,Asia,4.76,4.76
2001,Nagoya,Japan,Asia,5.83,5.57
2001,Ningbo-Zhoushan,China,Asia,15.29,15.29
2001,Osaka,Japan,Asia,2.87,2.87
2001,Piraeus,Greece,Mediterranean,0.91,0.91
2001,Qingdao,China,Asia,10.16,10.16
2001,Qinzhou,China,Asia,2.09,2.09
2001,Quanzhou,China,Asia,0.71,0.74
2001,Rizhao,China,Asia,3.95,3.95
2001,Rotterdam,Netherlands,Northern Europe,13.17,13.56
2001,Said,Egypt,Middle East,1.48,1.68
2001,Salalah,Oman,Middle East,1.47,1.52
2001,Shanghai,China,Asia,36.97,36.64
2001,Shenzhen,China,Asia,11.24,11.24
2001,Singapore,Singapore,Asia,30.11,30.11
2001,Sydney,Australia,Oceania,0.99,0.96
2001,Taichung,Taiwan,Asia,18.36,18.36
2001,Taicang,China,Asia,10.67,10.67
2001,Tianjin,China,Asia,27.4,25.43
2001,Tangshan,China,Asia,36.15,36.8
2001,Tanger Med,Morocco,Mediterranean,0.24,0.24
2001,Tokyo,Japan,Asia,8.31,8.31
2001,Tanjung Priok,Indonesia,Asia,0.55,0.54
2001,Tanjung Pelepas,Malaysia,Asia,1.99,1.99
2001,Tanjung Perak,Indonesia,Asia,2.59,2.73
2001,Valencia,Spain,Mediterranean,2.16,2.16
2001,Xiamen,China,Asia,1.71,1.79
2001,Yingkou,China,Asia,9.9,9.9
2001,Yantai,China,Asia,1.66,1.64
2001,Yokohama,Japan,Asia,1.94,1.65
2001,Zhuhai,China,Asia,2.03,2.03
2002,Abu Dhabi,UAE,Middle East,19.52,19.39
2002,Alexandria,Egypt,Middle East,0.88,0.8
2002,Algeciras,Spain,Mediterranean,1.35,1.3
2002,Barcelona,Spain,Mediterranean,1.09,1.09
2002,Busan,South Korea,Asia,10.51,10.51
2002,Cartagena,Colombia,Central & South America,1.1,1.24
2002,Colombo,Sri Lanka,Asia,0.48,0.48
2002,Dalian,China,Asia,5.35,5.35
2002,Dubai,UAE,Middle East,1.13,1.33
2002,Durban,South Africa,Africa,0.69,0.69
2002,Felixstowe,UK,Northern Europe,3.75,3.59
2002,Genoa,Italy,Mediterranean,1.09,1.05
2002,Guangzhou,China,Asia,21.89,21.61
2002,Yeosu Gwangyang,South Korea,Asia,1.18,1.13
2002,Hai Phong,Vietnam,Asia,5.33,5.33
2002,Haikou,China,Asia,2.53,2.65
2002,Hong Kong,China,Asia,2.75,2.75
2002,Incheon,South Korea,Asia,3.39,3.62
2002,Jeddah,Saudi Arabia,Middle East,4.08,4.12
2002,Jiaxing,China,Asia,5.66,6.45
2002,Jinzhou,China,Asia,0.44,0.44
2002,Kaohsiung,Taiwan,Asia,11.44,11.44
2002,Karachi,Pakistan,Asia,4.14,4.59
2002,Port Klang,Malaysia,Asia,0.51,0.5
2002,Dammam,Saudi Arabia,Middle East,1.15,1.21
2002,King Abdullah,Saudi Arabia,Middle East,2.12,2.07
2002,Kobe,Japan,Asia,5.24,5.24
2002,Laem Chabang,Thailand,Asia,7.95,7.95
2002,Le Havre,France,Northern Europe,1.7,2.07
2002,Lianyungang,China,Asia,11.29,11.6
2002,Lome,Togo,Africa,0.47,0.47
2002,Los Angeles,USA,North America,2.2,2.09
2002,Manila,Philippines,Asia,1.93,1.77
2002,Manzanillo,Mexico,North America,1.61,1.76
2002,Jawaharlal Nehru,India,Asia,2.1,1.86
2002,Mundra,India,Asia,4.79,4.79
2002,Nagoya,Japan,Asia,5.37,5.72
2002,Ningbo-Zhoushan,China,Asia,15.6,15.6
2002,Osaka,Japan,Asia,3.81,3.02
2002,Piraeus,Greece,Mediterranean,0.93,0.93
2002,Qingdao,China,Asia,11.92,11.32
2002,Qinzhou,China,Asia,2.6,2.6
2002,Quanzhou,China,Asia,0.78,0.76
2002,Rizhao,China,Asia,4.02,4.02
2002,Rotterdam,Netherlands,Northern Europe,13.34,13.63
2002,Said,Egypt,Middle East,1.78,1.69
2002,Salalah,Oman,Middle East,1.63,1.52
2002,Shanghai,China,Asia,36.3,36.97
2002,Shenzhen,China,Asia,13.06,13.06
2002,Singapore,Singapore,Asia,36.49,36.24
2002,Sydney,Australia,Oceania,0.99,0.99
2002,Taichung,Taiwan,Asia,18.24,18.67
2002,Taicang,China,Asia,14.08,11.68
2002,Tianjin,China,Asia,25.52,25.52
2002,Tangshan,China,Asia,37,37
2002,Tanger Med,Morocco,Mediterranean,0.24,0.24
2002,Tokyo,Japan,Asia,8.38,8.38
2002,Tanjung Priok,Indonesia,Asia,0.54,0.54
2002,Tanjung Pelepas,Malaysia,Asia,1.99,1.99
2002,Tanjung Perak,Indonesia,Asia,2.84,2.73
2002,Valencia,Spain,Mediterranean,2.46,2.29
2002,Xiamen,China,Asia,1.85,1.85
2002,Yingkou,China,Asia,10.97,10.97
2002,Yantai,China,Asia,1.66,1.66
2002,Yokohama,Japan,Asia,1.76,1.74
2002,Zhuhai,China,Asia,1.98,1.98
2003,Abu Dhabi,UAE,Middle East,19.39,19.52
2003,Alexandria,Egypt,Middle East,0.02,0.8
2003,Algeciras,Spain,Mediterranean,1.38,1.31
2003,Barcelona,Spain,Mediterranean,1.5,1.35
2003,Busan,South Korea,Asia,11.2,11.2
2003,Cartagena,Colombia,Central & South America,1.21,1.26
2003,Colombo,Sri Lanka,Asia,0.48,0.48
2003,Dalian,China,Asia,6.3,6.3
2003,Dubai,UAE,Middle East,1.01,1.33
2003,Durban,South Africa,Africa,0.71,0.71
2003,Felixstowe,UK,Northern Europe,3.75,3.59
2003,Genoa,Italy,Mediterranean,1.11,1.05
2003,Guangzhou,China,Asia,21.61,21.81
2003,Yeosu Gwangyang,South Korea,Asia,1.01,1.15
2003,Hai Phong,Vietnam,Asia,6.45,5.33
2003,Haikou,China,Asia,2.27,2.65
2003,Hong Kong,China,Asia,3.22,3.22
2003,Incheon,South Korea,Asia,3.69,3.69
2003,Jeddah,Saudi Arabia,Middle East,4.22,4.14
2003,Jiaxing,China,Asia,6.9,6.35
2003,Jinzhou,China,Asia,0.39,0.44
2003,Kaohsiung,Taiwan,Asia,11.68,11.68
2003,Karachi,Pakistan,Asia,4.92,4.62
2003,Port Klang,Malaysia,Asia,0.61,0.5
2003,Dammam,Saudi Arabia,Middle East,1.17,1.22
2003,King Abdullah,Saudi Arabia,Middle East,2.09,2.07
2003,Kobe,Japan,Asia,5.28,5.28
2003,Laem Chabang,Thailand,Asia,8.18,8.18
2003,Le Havre,France,Northern Europe,2.09,2.09
2003,Lianyungang,China,Asia,11.6,11.6
2003,Lome,Togo,Africa,0.47,0.47
2003,Los Angeles,USA,North America,2.09,2.2
2003,Manila,Philippines,Asia,1.66,1.79
2003,Manzanillo,Mexico,North America,1.43,1.7
2003,Jawaharlal Nehru,India,Asia,1.86,1.97
2003,Mundra,India,Asia,4.8,4.8
2003,Nagoya,Japan,Asia,5.1,5.83
2003,Ningbo-Zhoushan,China,Asia,15.71,15.71
2003,Osaka,Japan,Asia,3.02,3.21
2003,Piraeus,Greece,Mediterranean,0.93,0.93
2003,Qingdao,China,Asia,11.32,11.41
2003,Qinzhou,China,Asia,3.21,3.21
2003,Quanzhou,China,Asia,0.68,0.76
2003,Rizhao,China,Asia,4.95,4.41
2003,Rotterdam,Netherlands,Northern Europe,13.91,13.63
2003,Said,Egypt,Middle East,1.79,1.71
2003,Salalah,Oman,Middle East,1.26,1.52
2003,Shanghai,China,Asia,39.94,39.94
2003,Shenzhen,China,Asia,15.51,15.51
2003,Singapore,Singapore,Asia,36.24,36.49
2003,Sydney,Australia,Oceania,0.95,0.99
2003,Taichung,Taiwan,Asia,18.35,18.8
2003,Taicang,China,Asia,11.68,14.08
2003,Tianjin,China,Asia,25.52,25.52
2003,Tangshan,China,Asia,37.38,37.1
2003,Tanger Med,Morocco,Mediterranean,0.24,0.24
2003,Tokyo,Japan,Asia,8.5,8.5
2003,Tanjung Priok,Indonesia,Asia,0.55,0.54
2003,Tanjung Pelepas,Malaysia,Asia,2.61,2.61
2003,Tanjung Perak,Indonesia,Asia,2.59,2.83
2003,Valencia,Spain,Mediterranean,2.54,2.46
2003,Xiamen,China,Asia,2.03,2.03
2003,Yingkou,China,Asia,12.78,12.78
2003,Yantai,China,Asia,1.64,1.66
2003,Yokohama,Japan,Asia,1.52,1.76
2003,Zhuhai,China,Asia,1.99,1.99
2004,Abu Dhabi,UAE,Middle East,19.7,19.7
2004,Alexandria,Egypt,Middle East,0.9,0.85
2004,Algeciras,Spain,Mediterranean,1.26,1.33
2004,Barcelona,Spain,Mediterranean,1.41,1.41
2004,Busan,South Korea,Asia,14.1,14.1
2004,Cartagena,Colombia,Central & South America,1.28,1.26
2004,Colombo,Sri Lanka,Asia,0.48,0.48
2004,Dalian,China,Asia,7.8,7.8
2004,Dubai,UAE,Middle East,1.12,1.33
2004,Durban,South Africa,Africa,0.75,0.75
2004,Felixstowe,UK,Northern Europe,3.75,3.53
2004,Genoa,Italy,Mediterranean,1.05,1.09
2004,Guangzhou,China,Asia,22.7,21.89
2004,Yeosu Gwangyang,South Korea,Asia,1.13,1.18
2004,Hai Phong,Vietnam,Asia,4.84,4.84
2004,Haikou,China,Asia,2.65,2.65
2004,Hong Kong,China,Asia,3.28,3.28
2004,Incheon,South Korea,Asia,4.47,4.47
2004,Jeddah,Saudi Arabia,Middle East,3.94,4.13
2004,Jiaxing,China,Asia,6.35,6.02
2004,Jinzhou,China,Asia,0.46,0.44
2004,Kaohsiung,Taiwan,Asia,11.71,11.71
2004,Karachi,Pakistan,Asia,4.75,4.62
2004,Port Klang,Malaysia,Asia,0.48,0.5
2004,Dammam,Saudi Arabia,Middle East,1.12,1.22
2004,King Abdullah,Saudi Arabia,Middle East,1.95,2.06
2004,Kobe,Japan,Asia,6.69,6.53
2004,Laem Chabang,Thailand,Asia,8.44,8.44
2004,Le Havre,France,Northern Europe,2.52,2.17
2004,Lianyungang,China,Asia,11.71,11.71
2004,Lome,Togo,Africa,0.47,0.47
2004,Los Angeles,USA,North America,2.51,2.48
2004,Manila,Philippines,Asia,1.77,1.87
2004,Manzanillo,Mexico,North America,1.82,1.7
2004,Jawaharlal Nehru,India,Asia,1.97,2.1
2004,Mundra,India,Asia,4.84,4.84
2004,Nagoya,Japan,Asia,6.17,6.01
2004,Ningbo-Zhoushan,China,Asia,15.97,15.97
2004,Osaka,Japan,Asia,3.28,3.22
2004,Piraeus,Greece,Mediterranean,0.94,0.94
2004,Qingdao,China,Asia,11.41,11.92
2004,Qinzhou,China,Asia,3.63,3.63
2004,Quanzhou,China,Asia,0.74,0.78
2004,Rizhao,China,Asia,4.41,4.95
2004,Rotterdam,Netherlands,Northern Europe,13.63,13.86
2004,Said,Egypt,Middle East,1.71,1.69
2004,Salalah,Oman,Middle East,1.68,1.53
2004,Shanghai,China,Asia,40.63,40.63
2004,Shenzhen,China,Asia,17.67,17.67
2004,Singapore,Singapore,Asia,37.09,37.09
2004,Sydney,Australia,Oceania,1.04,1.01
2004,Taichung,Taiwan,Asia,18.8,18.82
2004,Taicang,China,Asia,14.95,14.95
2004,Tianjin,China,Asia,25.1,27.4
2004,Tangshan,China,Asia,37.65,37.38
2004,Tanger Med,Morocco,Mediterranean,0.26,0.24
2004,Tokyo,Japan,Asia,8.55,8.55
2004,Tanjung Priok,Indonesia,Asia,0.54,0.55
2004,Tanjung Pelepas,Malaysia,Asia,3.86,3.4
2004,Tanjung Perak,Indonesia,Asia,3,2.84
2004,Valencia,Spain,Mediterranean,2.29,2.54
2004,Xiamen,China,Asia,2.34,2.34
2004,Yingkou,China,Asia,13.47,13.47
2004,Yantai,China,Asia,1.77,1.77
2004,Yokohama,Japan,Asia,1.89,1.76
2004,Zhuhai,China,Asia,1.97,1.97
2005,Abu Dhabi,UAE,Middle East,19.89,19.86
2005,Alexandria,Egypt,Middle East,0.79,0.84
2005,Algeciras,Spain,Mediterranean,1.3,1.35
2005,Barcelona,Spain,Mediterranean,1.35,1.5
2005,Busan,South Korea,Asia,14.63,14.63
2005,Cartagena,Colombia,Central & South America,1.27,1.24
2005,Colombo,Sri Lanka,Asia,0.5,0.5
2005,Dalian,China,Asia,8.99,8.99
2005,Dubai,UAE,Middle East,1.04,1.33
2005,Durban,South Africa,Africa,0.79,0.79
2005,Felixstowe,UK,Northern Europe,3.76,3.52
2005,Genoa,Italy,Mediterranean,1.16,1.11
2005,Guangzhou,China,Asia,21.81,22.7
2005,Yeosu Gwangyang,South Korea,Asia,1.56,1.56
2005,Hai Phong,Vietnam,Asia,3.78,4.23
2005,Haikou,China,Asia,2.58,2.65
2005,Hong Kong,China,Asia,3.31,3.31
2005,Incheon,South Korea,Asia,4.48,4.48
2005,Jeddah,Saudi Arabia,Middle East,4.33,4.13
2005,Jiaxing,China,Asia,6.02,6.02
2005,Jinzhou,China,Asia,0.44,0.44
2005,Kaohsiung,Taiwan,Asia,11.74,11.74
2005,Karachi,Pakistan,Asia,4.33,4.62
2005,Port Klang,Malaysia,Asia,0.53,0.51
2005,Dammam,Saudi Arabia,Middle East,1.25,1.22
2005,King Abdullah,Saudi Arabia,Middle East,2.04,2.04
2005,Kobe,Japan,Asia,6.73,6.69
2005,Laem Chabang,Thailand,Asia,8.48,8.48
2005,Le Havre,France,Northern Europe,2.96,2.48
2005,Lianyungang,China,Asia,11.88,11.88
2005,Lome,Togo,Africa,0.44,0.47
2005,Los Angeles,USA,North America,2.73,2.51
2005,Manila,Philippines,Asia,1.97,1.9
2005,Manzanillo,Mexico,North America,1.79,1.7
2005,Jawaharlal Nehru,India,Asia,2.17,2.17
2005,Mundra,India,Asia,4.87,4.87
2005,Nagoya,Japan,Asia,6.59,6.17
2005,Ningbo-Zhoushan,China,Asia,16.59,16.52
2005,Osaka,Japan,Asia,3.22,3.22
2005,Piraeus,Greece,Mediterranean,0.95,0.95
2005,Qingdao,China,Asia,15.07,15.07
2005,Qinzhou,China,Asia,3.86,3.86
2005,Quanzhou,China,Asia,0.7,0.78
2005,Rizhao,China,Asia,5.56,5.56
2005,Rotterdam,Netherlands,Northern Europe,13.25,13.91
2005,Said,Egypt,Middle East,1.67,1.69
2005,Salalah,Oman,Middle East,1.42,1.53
2005,Shanghai,China,Asia,40.73,40.73
2005,Shenzhen,China,Asia,19.27,19.27
2005,Singapore,Singapore,Asia,39.83,39.42
2005,Sydney,Australia,Oceania,1.01,1.02
2005,Taichung,Taiwan,Asia,18.67,18.95
2005,Taicang,China,Asia,16.61,16.61
2005,Tianjin,China,Asia,27.97,27.97
2005,Tangshan,China,Asia,37.78,37.38
2005,Tanger Med,Morocco,Mediterranean,0.33,0.26
2005,Tokyo,Japan,Asia,8.58,8.58
2005,Tanjung Priok,Indonesia,Asia,0.51,0.55
2005,Tanjung Pelepas,Malaysia,Asia,3.68,3.46
2005,Tanjung Perak,Indonesia,Asia,2.99,2.84
2005,Valencia,Spain,Mediterranean,2.58,2.58
2005,Xiamen,China,Asia,2.52,2.52
2005,Yingkou,China,Asia,14.61,14.61
2005,Yantai,China,Asia,2.01,1.89
2005,Yokohama,Japan,Asia,1.57,1.87
2005,Zhuhai,China,Asia,2.05,2.05
2006,Abu Dhabi,UAE,Middle East,19.86,19.89
2006,Alexandria,Egypt,Middle East,0.85,0.84
2006,Algeciras,Spain,Mediterranean,1.31,1.38
2006,Barcelona,Spain,Mediterranean,1.85,1.85
2006,Busan,South Korea,Asia,14.89,14.89
2006,Cartagena,Colombia,Central & South America,1.31,1.26
2006,Colombo,Sri Lanka,Asia,0.5,0.5
2006,Dalian,China,Asia,11.67,11.67
2006,Dubai,UAE,Middle East,1.67,1.67
2006,Durban,South Africa,Africa,0.82,0.82
2006,Felixstowe,UK,Northern Europe,3.76,3.53
2006,Genoa,Italy,Mediterranean,1.2,1.15
2006,Guangzhou,China,Asia,23.43,23.43
2006,Yeosu Gwangyang,South Korea,Asia,1.57,1.57
2006,Hai Phong,Vietnam,Asia,4.23,4.23
2006,Haikou,China,Asia,2.47,2.7
2006,Hong Kong,China,Asia,3.39,3.38
2006,Incheon,South Korea,Asia,5.37,5.37
2006,Jeddah,Saudi Arabia,Middle East,3.85,4.13
2006,Jiaxing,China,Asia,5.85,6.02
