Year,Seaport,Country,Region,"Reclaimed area (km^2, raw)"
1999,Tianjin,China,Asia,19.89
1999,Tangshan,China,Asia,23.27
1999,Tanger Med,Morocco,Mediterranean,0.13
1999,Tokyo,Japan,Asia,6.64
1999,Tanjung Priok,Indonesia,Asia,0.48
1999,Tanjung Pelepas,Malaysia,Asia,0.98
1999,Tanjung Perak,Indonesia,Asia,0.85
1999,Valencia,Spain,Mediterranean,1.73
1999,Xiamen,China,Asia,0.89
1999,Yingkou,China,Asia,1.99
1999,Yantai,China,Asia,1.07
1999,Yokohama,Japan,Asia,1.47
1999,Zhuhai,China,Asia,0.82
2000,Abu Dhabi,UAE,Middle East,18.23
2000,Alexandria,Egypt,Middle East,1.2
2000,Algeciras,Spain,Mediterranean,1.31
2000,Barcelona,Spain,Mediterranean,0.65
2000,Busan,South Korea,Asia,4.51
2000,Cartagena,Colombia,Central & South America,1.53
2000,Colombo,Sri Lanka,Asia,0.11
2000,Dalian,China,Asia,3.41
2000,Dubai,UAE,Middle East,1.01
2000,Felixstowe,UK,Northern Europe,1.69
2000,Genoa,Italy,Mediterranean,1.04
2000,Guangzhou,China,Asia,8.56
2000,Yeosu Gwangyang,South Korea,Asia,1.14
2000,Hai Phong,Vietnam,Asia,4.5
2000,Haikou,China,Asia,1.41
2000,Hong Kong,China,Asia,1.12
2000,Incheon,South Korea,Asia,4.16
2000,Jeddah,Saudi Arabia,Middle East,3.64
2000,Jiaxing,China,Asia,5.79
2000,Jinzhou,China,Asia,0.14
2000,Kaohsiung,Taiwan,Asia,10.76
2000,Karachi,Pakistan,Asia,2.63
2000,Port Klang,Malaysia,Asia,0.53
2000,Dammam,Saudi Arabia,Middle East,0.34
2000,King Abdullah,Saudi Arabia,Middle East,3.19
2000,Kobe,Japan,Asia,4.27
2000,Laem Chabang,Thailand,Asia,7.78
2000,Le Havre,France,Northern Europe,1.36
2000,Lianyungang,China,Asia,9.02
2000,Lome,Togo,Africa,0.59
2000,Los Angeles,USA,North America,1.35
2000,Manila,Philippines,Asia,1.17
2000,Manzanillo,Mexico,North America,2.11
2000,Jawaharlal Nehru,India,Asia,1.05
2000,Mundra,India,Asia,4.67
2000,Nagoya,Japan,Asia,4.88
2000,Ningbo-Zhoushan,China,Asia,14.62
2000,Osaka,Japan,Asia,2.36
2000,Piraeus,Greece,Mediterranean,0.55
2000,Qingdao,China,Asia,8.3
2000,Qinzhou,China,Asia,1.28
2000,Quanzhou,China,Asia,0.58
2000,Rizhao,China,Asia,1.62
2000,Rotterdam,Netherlands,Northern Europe,10.79
2000,Said,Egypt,Middle East,1.8
2000,Salalah,Oman,Middle East,1.68
2000,Shanghai,China,Asia,28.49
2000,Shenzhen,China,Asia,7.24
2000,Singapore,Singapore,Asia,27.38
2000,Sydney,Australia,Oceania,0.72
2000,Taichung,Taiwan,Asia,20.01
2000,Taicang,China,Asia,10.06
2000,Tianjin,China,Asia,16.58
2000,Tangshan,China,Asia,22.86
2000,Tanger Med,Morocco,Mediterranean,0.24
2000,Tokyo,Japan,Asia,7.94
2000,Tanjung Priok,Indonesia,Asia,0.53
2000,Tanjung Pelepas,Malaysia,Asia,1.35
2000,Tanjung Perak,Indonesia,Asia,1.13
2000,Valencia,Spain,Mediterranean,1.87
2000,Xiamen,China,Asia,1.16
2000,Yingkou,China,Asia,1.81
2000,Yantai,China,Asia,1.21
2000,Yokohama,Japan,Asia,2.06
2000,Zhuhai,China,Asia,0.83
2001,Abu Dhabi,UAE,Middle East,18.16
2001,Alexandria,Egypt,Middle East,1.27
2001,Algeciras,Spain,Mediterranean,1.37
2001,Barcelona,Spain,Mediterranean,0.82
2001,Busan,South Korea,Asia,5.11
2001,Cartagena,Colombia,Central & South America,1.52
2001,Colombo,Sri Lanka,Asia,0.13
2001,Dalian,China,Asia,3.77
2001,Dubai,UAE,Middle East,0.93
2001,Felixstowe,UK,Northern Europe,1.67
2001,Genoa,Italy,Mediterranean,1.05
2001,Guangzhou,China,Asia,8.09
2001,Yeosu Gwangyang,South Korea,Asia,1.11
2001,Hai Phong,Vietnam,Asia,4.85
2001,Haikou,China,Asia,1.46
2001,Hong Kong,China,Asia,1.35
2001,Incheon,South Korea,Asia,5.21
2001,Jeddah,Saudi Arabia,Middle East,3.65
2001,Jiaxing,China,Asia,10.27
2001,Jinzhou,China,Asia,0.15
2001,Kaohsiung,Taiwan,Asia,11.54
2001,Karachi,Pakistan,Asia,2.25
2001,Port Klang,Malaysia,Asia,0.4
2001,Dammam,Saudi Arabia,Middle East,0.39
2001,King Abdullah,Saudi Arabia,Middle East,2.94
2001,Kobe,Japan,Asia,4.09
2001,Laem Chabang,Thailand,Asia,7.17
2001,Le Havre,France,Northern Europe,1.56
2001,Lianyungang,China,Asia,13.36
2001,Lome,Togo,Africa,0.57
2001,Los Angeles,USA,North America,1.36
2001,Manila,Philippines,Asia,1.48
2001,Manzanillo,Mexico,North America,2.09
2001,Jawaharlal Nehru,India,Asia,0.92
2001,Mundra,India,Asia,4.93
2001,Nagoya,Japan,Asia,5.11
2001,Ningbo-Zhoushan,China,Asia,16.76
2001,Osaka,Japan,Asia,2.97
2001,Piraeus,Greece,Mediterranean,0.51
2001,Qingdao,China,Asia,10.09
2001,Qinzhou,China,Asia,1.27
2001,Quanzhou,China,Asia,0.67
2001,Rizhao,China,Asia,2.37
2001,Rotterdam,Netherlands,Northern Europe,12.06
2001,Said,Egypt,Middle East,1.54
2001,Salalah,Oman,Middle East,1.85
2001,Shanghai,China,Asia,28.08
2001,Shenzhen,China,Asia,7.56
2001,Singapore,Singapore,Asia,30.15
2001,Sydney,Australia,Oceania,0.72
2001,Taichung,Taiwan,Asia,23.16
2001,Taicang,China,Asia,10.12
2001,Tianjin,China,Asia,15.33
2001,Tangshan,China,Asia,22.5
2001,Tanger Med,Morocco,Mediterranean,0.24
2001,Tokyo,Japan,Asia,8.45
2001,Tanjung Priok,Indonesia,Asia,0.59
2001,Tanjung Pelepas,Malaysia,Asia,1.19
2001,Tanjung Perak,Indonesia,Asia,0.97
2001,Valencia,Spain,Mediterranean,1.9
2001,Xiamen,China,Asia,1.34
2001,Yingkou,China,Asia,2.38
2001,Yantai,China,Asia,1.57
2001,Yokohama,Japan,Asia,2.26
2001,Zhuhai,China,Asia,0.84
2002,Abu Dhabi,UAE,Middle East,18.92
2002,Alexandria,Egypt,Middle East,1.44
2002,Algeciras,Spain,Mediterranean,1.41
2002,Barcelona,Spain,Mediterranean,0.89
2002,Busan,South Korea,Asia,6.62
2002,Cartagena,Colombia,Central & South America,1.48
2002,Colombo,Sri Lanka,Asia,0.15
2002,Dalian,China,Asia,4.17
2002,Dubai,UAE,Middle East,0.86
2002,Felixstowe,UK,Northern Europe,1.69
2002,Genoa,Italy,Mediterranean,1.1
2002,Guangzhou,China,Asia,10.78
2002,Yeosu Gwangyang,South Korea,Asia,1.17
2002,Hai Phong,Vietnam,Asia,4.8
2002,Haikou,China,Asia,1.43
2002,Hong Kong,China,Asia,2.1
2002,Incheon,South Korea,Asia,5.21
2002,Jeddah,Saudi Arabia,Middle East,3.41
2002,Jiaxing,China,Asia,5.53
2002,Jinzhou,China,Asia,0.17
2002,Kaohsiung,Taiwan,Asia,11.26
2002,Karachi,Pakistan,Asia,2.42
2002,Port Klang,Malaysia,Asia,0.52
2002,Dammam,Saudi Arabia,Middle East,0.34
2002,King Abdullah,Saudi Arabia,Middle East,2.85
2002,Kobe,Japan,Asia,5.2
2002,Laem Chabang,Thailand,Asia,7.86
2002,Le Havre,France,Northern Europe,1.24
2002,Lianyungang,China,Asia,9.61
2002,Lome,Togo,Africa,0.58
2002,Los Angeles,USA,North America,1.54
2002,Manila,Philippines,Asia,1.7
2002,Manzanillo,Mexico,North America,2.14
2002,Jawaharlal Nehru,India,Asia,1.3
2002,Mundra,India,Asia,4.49
2002,Nagoya,Japan,Asia,4.71
2002,Ningbo-Zhoushan,China,Asia,13.86
2002,Osaka,Japan,Asia,3.97
2002,Piraeus,Greece,Mediterranean,0.59
2002,Qingdao,China,Asia,9.46
2002,Qinzhou,China,Asia,1.82
2002,Quanzhou,China,Asia,0.64
2002,Rizhao,China,Asia,2.52
2002,Rotterdam,Netherlands,Northern Europe,11.24
2002,Said,Egypt,Middle East,1.69
2002,Salalah,Oman,Middle East,1.83
2002,Shanghai,China,Asia,27.96
2002,Shenzhen,China,Asia,8.54
2002,Singapore,Singapore,Asia,36.72
2002,Sydney,Australia,Oceania,0.71
2002,Taichung,Taiwan,Asia,19.36
2002,Taicang,China,Asia,13.43
2002,Tianjin,China,Asia,20.53
2002,Tangshan,China,Asia,19.31
2002,Tanger Med,Morocco,Mediterranean,0.24
2002,Tokyo,Japan,Asia,7.95
2002,Tanjung Priok,Indonesia,Asia,0.57
2002,Tanjung Pelepas,Malaysia,Asia,1.43
2002,Tanjung Perak,Indonesia,Asia,1.09
2002,Valencia,Spain,Mediterranean,2.19
2002,Xiamen,China,Asia,1.42
2002,Yingkou,China,Asia,2.56
2002,Yantai,China,Asia,1.56
2002,Yokohama,Japan,Asia,2.04
2002,Zhuhai,China,Asia,0.88
2003,Abu Dhabi,UAE,Middle East,16.6
2003,Alexandria,Egypt,Middle East,1.63
2003,Algeciras,Spain,Mediterranean,1.43
2003,Barcelona,Spain,Mediterranean,1.24
2003,Busan,South Korea,Asia,7.21
2003,Cartagena,Colombia,Central & South America,1.32
2003,Colombo,Sri Lanka,Asia,0.16
2003,Dalian,China,Asia,4.94
2003,Dubai,UAE,Middle East,0.78
2003,Felixstowe,UK,Northern Europe,1.73
2003,Genoa,Italy,Mediterranean,1.11
2003,Guangzhou,China,Asia,12.14
2003,Yeosu Gwangyang,South Korea,Asia,1.01
2003,Hai Phong,Vietnam,Asia,5.92
2003,Haikou,China,Asia,1.26
2003,Hong Kong,China,Asia,2.53
2003,Incheon,South Korea,Asia,5.58
2003,Jeddah,Saudi Arabia,Middle East,3.53
2003,Jiaxing,China,Asia,6.68
2003,Jinzhou,China,Asia,0.15
2003,Kaohsiung,Taiwan,Asia,10.6
2003,Karachi,Pakistan,Asia,2.27
2003,Port Klang,Malaysia,Asia,0.6
2003,Dammam,Saudi Arabia,Middle East,0.31
2003,King Abdullah,Saudi Arabia,Middle East,2.78
2003,Kobe,Japan,Asia,5.25
2003,Laem Chabang,Thailand,Asia,8.08
2003,Le Havre,France,Northern Europe,1.62
2003,Lianyungang,China,Asia,7.87
2003,Lome,Togo,Africa,0.61
2003,Los Angeles,USA,North America,1.41
2003,Manila,Philippines,Asia,1.48
2003,Manzanillo,Mexico,North America,1.98
2003,Jawaharlal Nehru,India,Asia,1.08
2003,Mundra,India,Asia,4.68
2003,Nagoya,Japan,Asia,4.5
2003,Ningbo-Zhoushan,China,Asia,14.32
2003,Osaka,Japan,Asia,3.1
2003,Piraeus,Greece,Mediterranean,0.65
2003,Qingdao,China,Asia,6.92
2003,Qinzhou,China,Asia,2.33
2003,Quanzhou,China,Asia,0.69
2003,Rizhao,China,Asia,2.37
2003,Rotterdam,Netherlands,Northern Europe,10.81
2003,Said,Egypt,Middle East,1.69
2003,Salalah,Oman,Middle East,1.68
2003,Shanghai,China,Asia,32.34
2003,Shenzhen,China,Asia,8.96
2003,Singapore,Singapore,Asia,36.41
2003,Sydney,Australia,Oceania,0.72
2003,Taichung,Taiwan,Asia,19.52
2003,Taicang,China,Asia,11.35
2003,Tianjin,China,Asia,12.67
2003,Tangshan,China,Asia,17.73
2003,Tanger Med,Morocco,Mediterranean,0.24
2003,Tokyo,Japan,Asia,7.04
2003,Tanjung Priok,Indonesia,Asia,0.58
2003,Tanjung Pelepas,Malaysia,Asia,2.15
2003,Tanjung Perak,Indonesia,Asia,0.94
2003,Valencia,Spain,Mediterranean,2.54
2003,Xiamen,China,Asia,1.55
2003,Yingkou,China,Asia,4.97
2003,Yantai,China,Asia,1.54
2003,Yokohama,Japan,Asia,1.64
2003,Zhuhai,China,Asia,0.86
2004,Abu Dhabi,UAE,Middle East,17.75
2004,Alexandria,Egypt,Middle East,1.5
2004,Algeciras,Spain,Mediterranean,1.45
2004,Barcelona,Spain,Mediterranean,1.24
2004,Busan,South Korea,Asia,9.37
2004,Cartagena,Colombia,Central & South America,1.4
2004,Colombo,Sri Lanka,Asia,0.15
2004,Dalian,China,Asia,6.31
2004,Dubai,UAE,Middle East,0.85
2004,Felixstowe,UK,Northern Europe,1.68
2004,Genoa,Italy,Mediterranean,1.05
2004,Guangzhou,China,Asia,12.49
2004,Yeosu Gwangyang,South Korea,Asia,1.12
2004,Hai Phong,Vietnam,Asia,4.53
2004,Haikou,China,Asia,1.55
2004,Hong Kong,China,Asia,2.46
2004,Incheon,South Korea,Asia,6.65
2004,Jeddah,Saudi Arabia,Middle East,3.29
2004,Jiaxing,China,Asia,6.99
2004,Jinzhou,China,Asia,0.34
2004,Kaohsiung,Taiwan,Asia,11.33
2004,Karachi,Pakistan,Asia,2.38
2004,Port Klang,Malaysia,Asia,0.5
2004,Dammam,Saudi Arabia,Middle East,0.58
2004,King Abdullah,Saudi Arabia,Middle East,2.64
2004,Kobe,Japan,Asia,6.65
2004,Laem Chabang,Thailand,Asia,8.34
2004,Le Havre,France,Northern Europe,2.11
2004,Lianyungang,China,Asia,7.27
2004,Lome,Togo,Africa,0.59
2004,Los Angeles,USA,North America,1.64
2004,Manila,Philippines,Asia,1.58
2004,Manzanillo,Mexico,North America,1.93
2004,Jawaharlal Nehru,India,Asia,1.13
2004,Mundra,India,Asia,4.9
2004,Nagoya,Japan,Asia,5.5
2004,Ningbo-Zhoushan,China,Asia,13.39
2004,Osaka,Japan,Asia,3.37
2004,Piraeus,Greece,Mediterranean,0.69
2004,Qingdao,China,Asia,8.66
2004,Qinzhou,China,Asia,2.55
2004,Quanzhou,China,Asia,0.78
2004,Rizhao,China,Asia,2.75
2004,Rotterdam,Netherlands,Northern Europe,10.53
2004,Said,Egypt,Middle East,1.59
2004,Salalah,Oman,Middle East,1.66
2004,Shanghai,China,Asia,33.02
2004,Shenzhen,China,Asia,10.34
2004,Singapore,Singapore,Asia,40.22
2004,Sydney,Australia,Oceania,0.76
2004,Taichung,Taiwan,Asia,19.94
2004,Taicang,China,Asia,15.21
2004,Tianjin,China,Asia,11.3
2004,Tangshan,China,Asia,20.58
2004,Tanger Med,Morocco,Mediterranean,0.25
2004,Tokyo,Japan,Asia,8.17
2004,Tanjung Priok,Indonesia,Asia,0.56
2004,Tanjung Pelepas,Malaysia,Asia,3.36
2004,Tanjung Perak,Indonesia,Asia,1.12
2004,Valencia,Spain,Mediterranean,2.48
2004,Xiamen,China,Asia,1.64
2004,Yingkou,China,Asia,5.44
2004,Yantai,China,Asia,1.67
2004,Yokohama,Japan,Asia,1.98
2004,Zhuhai,China,Asia,0.81
2005,Abu Dhabi,UAE,Middle East,16.32
2005,Alexandria,Egypt,Middle East,1.39
2005,Algeciras,Spain,Mediterranean,1.49
2005,Barcelona,Spain,Mediterranean,1.26
2005,Busan,South Korea,Asia,9.54
2005,Cartagena,Colombia,Central & South America,1.6
2005,Colombo,Sri Lanka,Asia,0.17
2005,Dalian,China,Asia,7.69
2005,Dubai,UAE,Middle East,0.83
2005,Felixstowe,UK,Northern Europe,1.74
2005,Genoa,Italy,Mediterranean,1.16
2005,Guangzhou,China,Asia,11.72
2005,Yeosu Gwangyang,South Korea,Asia,1.45
2005,Hai Phong,Vietnam,Asia,3.42
2005,Haikou,China,Asia,1.47
2005,Hong Kong,China,Asia,2.4
2005,Incheon,South Korea,Asia,7.27
2005,Jeddah,Saudi Arabia,Middle East,3.64
2005,Jiaxing,China,Asia,6.17
2005,Jinzhou,China,Asia,1.16
2005,Kaohsiung,Taiwan,Asia,10.63
2005,Karachi,Pakistan,Asia,2.54
2005,Port Klang,Malaysia,Asia,0.56
2005,Dammam,Saudi Arabia,Middle East,0.7
2005,King Abdullah,Saudi Arabia,Middle East,2.73
2005,Kobe,Japan,Asia,6.69
2005,Laem Chabang,Thailand,Asia,8.22
2005,Le Havre,France,Northern Europe,2.47
2005,Lianyungang,China,Asia,11.15
2005,Lome,Togo,Africa,0.55
2005,Los Angeles,USA,North America,1.81
2005,Manila,Philippines,Asia,1.77
2005,Manzanillo,Mexico,North America,2.09
2005,Jawaharlal Nehru,India,Asia,1.33
2005,Mundra,India,Asia,4.82
2005,Nagoya,Japan,Asia,5.9
2005,Ningbo-Zhoushan,China,Asia,15.73
2005,Osaka,Japan,Asia,3.28
2005,Piraeus,Greece,Mediterranean,0.53
2005,Qingdao,China,Asia,12.17
2005,Qinzhou,China,Asia,2.8
2005,Quanzhou,China,Asia,0.83
2005,Rizhao,China,Asia,3.86
2005,Rotterdam,Netherlands,Northern Europe,11.12
2005,Said,Egypt,Middle East,1.56
2005,Salalah,Oman,Middle East,1.7
2005,Shanghai,China,Asia,34.15
2005,Shenzhen,China,Asia,11.62
2005,Singapore,Singapore,Asia,40.01
2005,Sydney,Australia,Oceania,0.74
2005,Taichung,Taiwan,Asia,18.91
2005,Taicang,China,Asia,17.09
2005,Tianjin,China,Asia,16.91
2005,Tangshan,China,Asia,20.01
2005,Tanger Med,Morocco,Mediterranean,0.32
2005,Tokyo,Japan,Asia,7.93
2005,Tanjung Priok,Indonesia,Asia,0.54
2005,Tanjung Pelepas,Malaysia,Asia,3.2
2005,Tanjung Perak,Indonesia,Asia,1.13
2005,Valencia,Spain,Mediterranean,2.75
2005,Xiamen,China,Asia,1.92
2005,Yingkou,China,Asia,7.13
2005,Yantai,China,Asia,1.91
2005,Yokohama,Japan,Asia,1.77
2005,Zhuhai,China,Asia,0.89
2006,Abu Dhabi,UAE,Middle East,15.89
2006,Alexandria,Egypt,Middle East,1.41
2006,Algeciras,Spain,Mediterranean,1.49
2006,Barcelona,Spain,Mediterranean,1.67
2006,Busan,South Korea,Asia,10.63
2006,Cartagena,Colombia,Central & South America,1.49
2006,Colombo,Sri Lanka,Asia,0.17
2006,Dalian,China,Asia,9.04
2006,Dubai,UAE,Middle East,1.45
2006,Felixstowe,UK,Northern Europe,1.7
2006,Genoa,Italy,Mediterranean,1.2
2006,Guangzhou,China,Asia,13.88
2006,Yeosu Gwangyang,South Korea,Asia,1.5
2006,Hai Phong,Vietnam,Asia,3.89
2006,Haikou,China,Asia,1.42
2006,Hong Kong,China,Asia,2.1
2006,Incheon,South Korea,Asia,7.49
2006,Jeddah,Saudi Arabia,Middle East,3.21
2006,Jiaxing,China,Asia,5.88
2006,Jinzhou,China,Asia,1.39
2006,Kaohsiung,Taiwan,Asia,12.82
2006,Karachi,Pakistan,Asia,2.97
2006,Port Klang,Malaysia,Asia,0.53
2006,Dammam,Saudi Arabia,Middle East,0.94
2006,King Abdullah,Saudi Arabia,Middle East,2.66
2006,Kobe,Japan,Asia,6.49
2006,Laem Chabang,Thailand,Asia,8.16
2006,Le Havre,France,Northern Europe,2.26
2006,Lianyungang,China,Asia,8.96
2006,Lome,Togo,Africa,0.59
2006,Los Angeles,USA,North America,1.64
2006,Manila,Philippines,Asia,1.68
2006,Manzanillo,Mexico,North America,2.25
2006,Jawaharlal Nehru,India,Asia,1.35
2006,Mundra,India,Asia,4.16
2006,Nagoya,Japan,Asia,5.67
2006,Ningbo-Zhoushan,China,Asia,15.62
2006,Osaka,Japan,Asia,3.12
2006,Piraeus,Greece,Mediterranean,0.65
2006,Qingdao,China,Asia,11.49
2006,Qinzhou,China,Asia,2.96
2006,Quanzhou,China,Asia,0.96
2006,Rizhao,China,Asia,4.6
2006,Rotterdam,Netherlands,Northern Europe,10.92
2006,Said,Egypt,Middle East,1.52
2006,Salalah,Oman,Middle East,1.68
2006,Shanghai,China,Asia,33.27
2006,Shenzhen,China,Asia,15.01
2006,Singapore,Singapore,Asia,39.28
2006,Sydney,Australia,Oceania,0.75
2006,Taichung,Taiwan,Asia,20.43
2006,Taicang,China,Asia,17.93
2006,Tianjin,China,Asia,34.96
2006,Tangshan,China,Asia,17.51
2006,Tanger Med,Morocco,Mediterranean,0.17
2006,Tokyo,Japan,Asia,8.23
2006,Tanjung Priok,Indonesia,Asia,0.59
2006,Tanjung Pelepas,Malaysia,Asia,3.48
2006,Tanjung Perak,Indonesia,Asia,1.07
2006,Valencia,Spain,Mediterranean,3.02
2006,Xiamen,China,Asia,2.59
2006,Yingkou,China,Asia,9.9
2006,Yantai,China,Asia,1.78
2006,Yokohama,Japan,Asia,1.86
2006,Zhuhai,China,Asia,0.91
2007,Abu Dhabi,UAE,Middle East,16.57
2007,Alexandria,Egypt,Middle East,1.37
2007,Algeciras,Spain,Mediterranean,2.34
2007,Barcelona,Spain,Mediterranean,2.57
2007,Busan,South Korea,Asia,11.03
2007,Cartagena,Colombia,Central & South America,1.5
2007,Colombo,Sri Lanka,Asia,0.2
2007,Dalian,China,Asia,9.89
2007,Dubai,UAE,Middle East,2.67
2007,Felixstowe,UK,Northern Europe,1.08
2007,Genoa,Italy,Mediterranean,1.28
2007,Guangzhou,China,Asia,21.05
2007,Yeosu Gwangyang,South Korea,Asia,1.83
2007,Hai Phong,Vietnam,Asia,3.69
2007,Haikou,China,Asia,1.67
2007,Hong Kong,China,Asia,2.62
2007,Incheon,South Korea,Asia,7.97
2007,Jeddah,Saudi Arabia,Middle East,3.45
2007,Jiaxing,China,Asia,5.92
2007,Jinzhou,China,Asia,1.57
2007,Kaohsiung,Taiwan,Asia,12.59
2007,Karachi,Pakistan,Asia,2.74
2007,Port Klang,Malaysia,Asia,0.56
2007,Dammam,Saudi Arabia,Middle East,0.69
2007,King Abdullah,Saudi Arabia,Middle East,2.75
2007,Kobe,Japan,Asia,6.69
2007,Laem Chabang,Thailand,Asia,7.95
2007,Le Havre,France,Northern Europe,1.77
2007,Lianyungang,China,Asia,7.97
2007,Lome,Togo,Africa,0.61
2007,Los Angeles,USA,North America,1.73
2007,Manila,Philippines,Asia,1.77
2007,Manzanillo,Mexico,North America,2.13
2007,Jawaharlal Nehru,India,Asia,1.23
2007,Mundra,India,Asia,4.44
2007,Nagoya,Japan,Asia,5.18
2007,Ningbo-Zhoushan,China,Asia,18.27
2007,Osaka,Japan,Asia,3.32
2007,Piraeus,Greece,Mediterranean,0.71
2007,Qingdao,China,Asia,12.83
2007,Qinzhou,China,Asia,3.09
2007,Quanzhou,China,Asia,1.04
2007,Rizhao,China,Asia,4.22
2007,Rotterdam,Netherlands,Northern Europe,11.11
2007,Said,Egypt,Middle East,1.56
2007,Salalah,Oman,Middle East,1.92
2007,Shanghai,China,Asia,36.23
2007,Shenzhen,China,Asia,20.17
2007,Singapore,Singapore,Asia,35.64
2007,Sydney,Australia,Oceania,0.74
2007,Taichung,Taiwan,Asia,21.85
2007,Taicang,China,Asia,18.91
2007,Tianjin,China,Asia,36.04
2007,Tangshan,China,Asia,23.57
2007,Tanger Med,Morocco,Mediterranean,0.86
2007,Tokyo,Japan,Asia,8.85
2007,Tanjung Priok,Indonesia,Asia,0.6
2007,Tanjung Pelepas,Malaysia,Asia,3.01
2007,Tanjung Perak,Indonesia,Asia,1.01
2007,Valencia,Spain,Mediterranean,3.8
2007,Xiamen,China,Asia,2.74
2007,Yingkou,China,Asia,11.88
2007,Yantai,China,Asia,1.8
2007,Yokohama,Japan,Asia,1.87
2007,Zhuhai,China,Asia,1.28
2008,Abu Dhabi,UAE,Middle East,18.14
2008,Alexandria,Egypt,Middle East,1.36
2008,Algeciras,Spain,Mediterranean,1.93
2008,Barcelona,Spain,Mediterranean,2.63
2008,Busan,South Korea,Asia,12.8
2008,Cartagena,Colombia,Central & South America,1.65
2008,Colombo,Sri Lanka,Asia,0.21
2008,Dalian,China,Asia,10.71
2008,Dubai,UAE,Middle East,3.23
2008,Felixstowe,UK,Northern Europe,1.42
2008,Genoa,Italy,Mediterranean,0.98
2008,Guangzhou,China,Asia,21.52
2008,Yeosu Gwangyang,South Korea,Asia,1.78
2008,Hai Phong,Vietnam,Asia,4.64
2008,Haikou,China,Asia,2.33
2008,Hong Kong,China,Asia,2.55
2008,Incheon,South Korea,Asia,8.9
2008,Jeddah,Saudi Arabia,Middle East,3.29
2008,Jiaxing,China,Asia,6.26
2008,Jinzhou,China,Asia,1.59
2008,Kaohsiung,Taiwan,Asia,12.44
2008,Karachi,Pakistan,Asia,2.92
2008,Port Klang,Malaysia,Asia,0.45
2008,Dammam,Saudi Arabia,Middle East,0.87
2008,King Abdullah,Saudi Arabia,Middle East,2.62
2008,Kobe,Japan,Asia,6.76
2008,Laem Chabang,Thailand,Asia,7.85
2008,Le Havre,France,Northern Europe,2.38
2008,Lianyungang,China,Asia,10.23
2008,Lome,Togo,Africa,0.57
2008,Los Angeles,USA,North America,1.89
2008,Manila,Philippines,Asia,1.69
2008,Manzanillo,Mexico,North America,2.21
2008,Jawaharlal Nehru,India,Asia,1.49
2008,Mundra,India,Asia,5.41
2008,Nagoya,Japan,Asia,5.38
2008,Ningbo-Zhoushan,China,Asia,19.89
2008,Osaka,Japan,Asia,3.27
2008,Piraeus,Greece,Mediterranean,0.82
2008,Qingdao,China,Asia,14.27
2008,Qinzhou,China,Asia,3.15
2008,Quanzhou,China,Asia,1.33
2008,Rizhao,China,Asia,5.54
2008,Rotterdam,Netherlands,Northern Europe,9.13
2008,Said,Egypt,Middle East,1.65
2008,Salalah,Oman,Middle East,2.15
2008,Shanghai,China,Asia,38.29
2008,Shenzhen,China,Asia,23.29
2008,Singapore,Singapore,Asia,38.99
2008,Sydney,Australia,Oceania,0.81
2008,Taichung,Taiwan,Asia,20.67
2008,Taicang,China,Asia,21.71
2008,Tianjin,China,Asia,56.15
2008,Tangshan,China,Asia,23.06
2008,Tanger Med,Morocco,Mediterranean,0.75
2008,Tokyo,Japan,Asia,9.36
2008,Tanjung Priok,Indonesia,Asia,0.58
2008,Tanjung Pelepas,Malaysia,Asia,3.37
2008,Tanjung Perak,Indonesia,Asia,1.11
2008,Valencia,Spain,Mediterranean,3.89
2008,Xiamen,China,Asia,2.99
2008,Yingkou,China,Asia,13.62
2008,Yantai,China,Asia,2.19
2008,Yokohama,Japan,Asia,2.24
2008,Zhuhai,China,Asia,1.38
2009,Abu Dhabi,UAE,Middle East,19.69
2009,Alexandria,Egypt,Middle East,1.19
2009,Algeciras,Spain,Mediterranean,2.62
2009,Barcelona,Spain,Mediterranean,3.14
2009,Busan,South Korea,Asia,12.7
2009,Cartagena,Colombia,Central & South America,1.69
2009,Colombo,Sri Lanka,Asia,0.26
2009,Dalian,China,Asia,13.08
2009,Dubai,UAE,Middle East,2.97
2009,Felixstowe,UK,Northern Europe,1.71
2009,Genoa,Italy,Mediterranean,1.25
2009,Guangzhou,China,Asia,21.32
2009,Yeosu Gwangyang,South Korea,Asia,1.76
2009,Hai Phong,Vietnam,Asia,5.49
2009,Haikou,China,Asia,2.76
2009,Hong Kong,China,Asia,2.5
2009,Incheon,South Korea,Asia,8.64
2009,Jeddah,Saudi Arabia,Middle East,3.47
2009,Jiaxing,China,Asia,7.74
2009,Jinzhou,China,Asia,1.64
2009,Kaohsiung,Taiwan,Asia,11.76
2009,Karachi,Pakistan,Asia,2.89
2009,Port Klang,Malaysia,Asia,0.44
2009,Dammam,Saudi Arabia,Middle East,0.59
2009,King Abdullah,Saudi Arabia,Middle East,2.65
2009,Kobe,Japan,Asia,6.74
2009,Laem Chabang,Thailand,Asia,8.04
2009,Le Havre,France,Northern Europe,2.05
2009,Lianyungang,China,Asia,25.51
2009,Lome,Togo,Africa,0.59
2009,Los Angeles,USA,North America,1.76
2009,Manila,Philippines,Asia,1.81
2009,Manzanillo,Mexico,North America,1.88
2009,Jawaharlal Nehru,India,Asia,1.11
2009,Mundra,India,Asia,6.82
2009,Nagoya,Japan,Asia,4.3
2009,Ningbo-Zhoushan,China,Asia,21.83
2009,Osaka,Japan,Asia,3.16
